workerid,proliferate.condition,Condition_Item,chance,error
126,Default Condition,11_1,0,
126,Default Condition,5_1,0,
126,Default Condition,44_filler,0,
126,Default Condition,48_filler,100,
126,Default Condition,55_filler,100,
126,Default Condition,37_filler,100,
126,Default Condition,23_1,0,
126,Default Condition,26_1,0,
126,Default Condition,14_1,2,
119,Default Condition,13_3,23,
119,Default Condition,56_filler,100,
119,Default Condition,7_3,11,
119,Default Condition,32_3,56,
119,Default Condition,10_3,39,
119,Default Condition,24_3,52,
119,Default Condition,48_filler,100,
119,Default Condition,2_3,30,
119,Default Condition,42_filler,0,
119,Default Condition,49_filler,0,
119,Default Condition,46_filler,100,
119,Default Condition,33_filler,0,
119,Default Condition,12_3,57,
119,Default Condition,20_3,61,
119,Default Condition,53_filler,100,
119,Default Condition,11_3,21,
119,Default Condition,4_3,59,
119,Default Condition,50_filler,0,
119,Default Condition,41_filler,0,
119,Default Condition,36_filler,0,
119,Default Condition,9_3,38,
119,Default Condition,28_3,68,
119,Default Condition,37_filler,100,
119,Default Condition,52_filler,0,
119,Default Condition,6_3,58,
119,Default Condition,29_3,45,
119,Default Condition,15_3,10,
119,Default Condition,40_filler,100,
119,Default Condition,55_filler,100,
119,Default Condition,31_3,17,
119,Default Condition,25_3,29,
119,Default Condition,54_filler,100,
119,Default Condition,47_filler,100,
119,Default Condition,35_filler,0,
119,Default Condition,1_3,39,
119,Default Condition,27_3,26,
119,Default Condition,16_3,13,
119,Default Condition,21_3,29,
119,Default Condition,51_filler,0,
119,Default Condition,3_3,13,
119,Default Condition,44_filler,0,
119,Default Condition,14_3,14,
119,Default Condition,38_filler,100,
119,Default Condition,5_3,29,
119,Default Condition,26_3,36,
119,Default Condition,18_3,28,
119,Default Condition,22_3,24,
119,Default Condition,43_filler,0,
119,Default Condition,8_3,57,
119,Default Condition,19_3,40,
119,Default Condition,34_filler,0,
119,Default Condition,23_3,25,
119,Default Condition,30_3,42,
119,Default Condition,39_filler,100,
119,Default Condition,45_filler,100,
119,Default Condition,17_3,33,
118,Default Condition,15_1,17,
118,Default Condition,27_1,26,
118,Default Condition,20_1,61,
118,Default Condition,48_filler,100,
118,Default Condition,4_1,0,
118,Default Condition,37_filler,100,
118,Default Condition,53_filler,100,
118,Default Condition,51_filler,0,
118,Default Condition,33_filler,0,
118,Default Condition,44_filler,0,
118,Default Condition,19_1,67,
118,Default Condition,30_1,88,
118,Default Condition,34_filler,0,
118,Default Condition,3_1,18,
118,Default Condition,50_filler,0,
118,Default Condition,22_1,63,
118,Default Condition,12_1,34,
118,Default Condition,29_1,16,
118,Default Condition,5_1,11,
118,Default Condition,41_filler,0,
118,Default Condition,17_1,21,
118,Default Condition,42_filler,0,
118,Default Condition,56_filler,100,
118,Default Condition,40_filler,100,
118,Default Condition,52_filler,0,
118,Default Condition,7_1,11,
118,Default Condition,45_filler,100,
118,Default Condition,49_filler,0,
118,Default Condition,55_filler,100,
118,Default Condition,16_1,6,
118,Default Condition,46_filler,100,
118,Default Condition,26_1,69,
118,Default Condition,14_1,15,
118,Default Condition,43_filler,0,
118,Default Condition,23_1,25,
118,Default Condition,9_1,14,
118,Default Condition,2_1,32,
118,Default Condition,35_filler,0,
118,Default Condition,6_1,90,
118,Default Condition,25_1,16,
118,Default Condition,32_1,16,
118,Default Condition,38_filler,100,
118,Default Condition,47_filler,100,
118,Default Condition,31_1,61,
118,Default Condition,13_1,19,
118,Default Condition,1_1,27,
118,Default Condition,21_1,14,
118,Default Condition,8_1,32,
118,Default Condition,11_1,23,
118,Default Condition,18_1,44,
118,Default Condition,54_filler,100,
118,Default Condition,28_1,43,
118,Default Condition,10_1,65,
118,Default Condition,36_filler,0,
118,Default Condition,24_1,29,
118,Default Condition,39_filler,100,
124,Default Condition,2_2,38,
124,Default Condition,22_2,14,
124,Default Condition,51_filler,0,
124,Default Condition,25_2,60,
124,Default Condition,46_filler,48,
124,Default Condition,26_2,64,
124,Default Condition,12_2,60,
124,Default Condition,52_filler,80,
124,Default Condition,42_filler,48,
124,Default Condition,21_2,61,
124,Default Condition,8_2,64,
124,Default Condition,27_2,80,
124,Default Condition,23_2,30,
124,Default Condition,54_filler,94,
124,Default Condition,44_filler,27,
124,Default Condition,43_filler,17,
124,Default Condition,39_filler,49,
124,Default Condition,29_2,74,
124,Default Condition,18_2,28,
124,Default Condition,53_filler,77,
124,Default Condition,56_filler,50,
124,Default Condition,20_2,79,
124,Default Condition,34_filler,38,
124,Default Condition,35_filler,32,
124,Default Condition,16_2,76,
124,Default Condition,15_2,50,
124,Default Condition,55_filler,75,
124,Default Condition,7_2,29,
124,Default Condition,45_filler,67,
124,Default Condition,4_2,50,
124,Default Condition,13_2,66,
124,Default Condition,31_2,56,
124,Default Condition,3_2,9,
124,Default Condition,37_filler,63,
124,Default Condition,17_2,40,
124,Default Condition,33_filler,50,
124,Default Condition,10_2,70,
124,Default Condition,32_2,50,
124,Default Condition,9_2,77,
124,Default Condition,11_2,63,
124,Default Condition,5_2,78,
124,Default Condition,14_2,66,
124,Default Condition,47_filler,28,
124,Default Condition,28_2,66,
124,Default Condition,6_2,1,
124,Default Condition,49_filler,50,
124,Default Condition,38_filler,72,
124,Default Condition,48_filler,50,
124,Default Condition,19_2,93,
124,Default Condition,30_2,13,
124,Default Condition,41_filler,25,
124,Default Condition,24_2,29,
124,Default Condition,36_filler,33,
124,Default Condition,1_2,45,
124,Default Condition,40_filler,73,
124,Default Condition,50_filler,57,
