StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Consent Form ",Practice_2,"Practice_3 ","Practice_4 ",Q1_A ,Q1_B,Q2_A,Q2_B,Q3_A,Q3_B,Q4_A,Q4_B,Q5_A,Q5_B,Q6_A,Q6_B,Q7_A,Q7_B,Q8_A,Q8_B,Q9_A,Q9_B,Q10_A,Q10_B,Q11_A,Q11_B,Q12_A,Q12_B,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24
2024-02-24 16:00:29,2024-02-24 16:03:09,0,100,160,1,2024-02-24 16:03:09,R_3dMRyb8kvQh09Ma,anonymous,EN,1,3,"1,2,3",4,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1
2024-02-24 16:22:17,2024-02-24 16:26:15,0,100,237,1,2024-02-24 16:26:15,R_7IlFJvmyNrp3f7X,anonymous,EN,1,3,"1,2,3",4,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",3,3,3,3,3,3,4,4,4,4,4,4
2024-02-24 16:23:52,2024-02-24 16:28:22,0,100,269,1,2024-02-24 16:28:22,R_1F2Mr2AoOinNHLP,anonymous,EN,1,3,"1,2,3",4,"1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2,3",3,3,3,3,3,3,4,4,4,4,4,4
2024-02-24 16:16:10,2024-02-24 16:28:52,0,100,761,1,2024-02-24 16:28:52,R_6hKlxJcweyJfMhc,anonymous,EN,1,"1,2","1,2,3",4,3,3,"1,2","1,2",3,"1,2,3","1,2,3","1,2","1,2,3",3,"1,2,3","1,2","1,2","1,2","1,2,3","1,2","1,2","1,2","1,2,3","1,2","1,2,3","1,2,3","1,2","1,2",3,3,3,3,3,3,4,"1,2",4,4,4,4
2024-02-24 16:25:44,2024-02-24 16:29:18,0,100,214,1,2024-02-24 16:29:19,R_3tGbN8ZznnSWyBj,anonymous,EN,1,3,"1,2,3",4,"1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3",3,3,3,3,3,3,4,4,4,4,4,4
2024-02-24 16:23:36,2024-02-24 16:29:27,0,100,350,1,2024-02-24 16:29:27,R_19wONylo8RNzf3P,anonymous,EN,1,3,"1,2,3",4,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",3,3,3,3,3,3,4,4,4,4,4,4
2024-02-24 16:28:49,2024-02-24 16:32:15,0,100,205,1,2024-02-24 16:32:16,R_1ajZkAZryNiZYPv,anonymous,EN,1,3,"1,2,3",4,"1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3",3,3,3,3,3,3,4,4,4,4,4,4
2024-02-24 16:31:56,2024-02-24 16:34:13,0,100,136,1,2024-02-24 16:34:14,R_72PpAE2qqvWMeII,anonymous,EN,1,3,"1,2,3",4,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",3,3,"1,2",3,3,4,4,4,4,4,4
2024-02-24 16:31:16,2024-02-24 16:35:32,0,100,256,1,2024-02-24 16:35:33,R_6n9BJm7vg5yOjFO,anonymous,EN,1,3,"1,2,3",4,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2,3","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",3,3,3,3,3,3,4,4,4,4,4,4
2024-02-24 16:31:18,2024-02-24 16:37:41,0,100,382,1,2024-02-24 16:37:41,R_5ly0TqMjyuNAouF,anonymous,EN,1,3,"1,2,3",4,"1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2","1,2,3","1,2","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2,3","1,2","1,2,3","1,2,3","1,2,3","1,2,3",3,3,3,3,3,3,4,4,4,4,4,4
2024-02-24 16:33:09,2024-02-24 16:38:35,0,100,326,1,2024-02-24 16:38:36,R_3tJoMIZ42dFyGoK,anonymous,EN,1,3,"1,2,3",4,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",3,3,3,3,3,"1,2",4,4,4,4,4,4
