workerid,proliferate.condition,Condition_Item,chance,error
120,Default Condition,26_3,49,
120,Default Condition,51_filler,0,
120,Default Condition,1_3,66,
120,Default Condition,19_3,86,
120,Default Condition,35_filler,0,
120,Default Condition,30_3,73,
121,Default Condition,54_filler,100,
121,Default Condition,36_filler,0,
121,Default Condition,55_filler,100,
121,Default Condition,1_3,26,
121,Default Condition,27_3,50,
121,Default Condition,42_filler,0,
121,Default Condition,56_filler,100,
121,Default Condition,15_3,28,
121,Default Condition,31_3,22,
121,Default Condition,16_3,50,
121,Default Condition,4_3,50,
121,Default Condition,48_filler,100,
121,Default Condition,14_3,42,
121,Default Condition,29_3,41,
121,Default Condition,10_3,50,
121,Default Condition,28_3,35,
121,Default Condition,12_3,50,
121,Default Condition,49_filler,0,
121,Default Condition,22_3,36,
121,Default Condition,35_filler,0,
121,Default Condition,13_3,5,
121,Default Condition,52_filler,0,
121,Default Condition,8_3,45,
121,Default Condition,33_filler,0,
121,Default Condition,2_3,7,
121,Default Condition,3_3,14,
121,Default Condition,40_filler,100,
121,Default Condition,50_filler,0,
121,Default Condition,25_3,21,
121,Default Condition,41_filler,0,
121,Default Condition,37_filler,100,
121,Default Condition,23_3,37,
121,Default Condition,11_3,17,
121,Default Condition,17_3,4,
121,Default Condition,34_filler,0,
121,Default Condition,18_3,17,
121,Default Condition,24_3,12,
121,Default Condition,7_3,33,
121,Default Condition,6_3,6,
121,Default Condition,26_3,31,
121,Default Condition,53_filler,100,
121,Default Condition,38_filler,100,
121,Default Condition,32_3,50,
121,Default Condition,9_3,50,
121,Default Condition,21_3,44,
121,Default Condition,19_3,68,
121,Default Condition,51_filler,0,
121,Default Condition,46_filler,100,
121,Default Condition,43_filler,0,
121,Default Condition,30_3,45,
121,Default Condition,39_filler,100,
121,Default Condition,20_3,50,
121,Default Condition,47_filler,100,
121,Default Condition,44_filler,0,
121,Default Condition,5_3,9,
121,Default Condition,45_filler,100,
127,Default Condition,38_filler,75,
127,Default Condition,9_2,0,
127,Default Condition,43_filler,0,
127,Default Condition,39_filler,100,
127,Default Condition,12_2,84,
127,Default Condition,52_filler,0,
127,Default Condition,30_2,54,
127,Default Condition,32_2,73,
127,Default Condition,19_2,100,
127,Default Condition,2_2,0,
127,Default Condition,41_filler,0,
127,Default Condition,35_filler,0,
127,Default Condition,10_2,0,
127,Default Condition,13_2,51,
127,Default Condition,5_2,0,
127,Default Condition,1_2,0,
127,Default Condition,48_filler,100,
127,Default Condition,49_filler,0,
127,Default Condition,40_filler,53,
127,Default Condition,21_2,55,
127,Default Condition,25_2,0,
127,Default Condition,8_2,0,
127,Default Condition,46_filler,100,
127,Default Condition,17_2,0,
127,Default Condition,34_filler,0,
127,Default Condition,53_filler,100,
127,Default Condition,18_2,0,
127,Default Condition,6_2,0,
127,Default Condition,22_2,0,
127,Default Condition,4_2,25,
127,Default Condition,15_2,0,
127,Default Condition,27_2,0,
127,Default Condition,14_2,0,
127,Default Condition,7_2,0,
127,Default Condition,54_filler,45,
127,Default Condition,3_2,0,
127,Default Condition,29_2,0,
127,Default Condition,51_filler,0,
127,Default Condition,24_2,9,
127,Default Condition,37_filler,100,
127,Default Condition,56_filler,100,
127,Default Condition,20_2,0,
127,Default Condition,23_2,0,
127,Default Condition,55_filler,100,
127,Default Condition,44_filler,0,
127,Default Condition,31_2,0,
127,Default Condition,42_filler,0,
127,Default Condition,36_filler,0,
127,Default Condition,50_filler,0,
127,Default Condition,28_2,0,
127,Default Condition,47_filler,100,
127,Default Condition,26_2,0,
127,Default Condition,45_filler,99,
127,Default Condition,33_filler,0,
127,Default Condition,11_2,2,
127,Default Condition,16_2,0,
123,Default Condition,56_filler,100,
123,Default Condition,27_3,7,
123,Default Condition,10_3,5,
123,Default Condition,38_filler,100,
123,Default Condition,46_filler,100,
123,Default Condition,36_filler,0,
123,Default Condition,23_3,0,
123,Default Condition,12_3,3,
123,Default Condition,45_filler,100,
123,Default Condition,34_filler,0,
123,Default Condition,16_3,0,
123,Default Condition,48_filler,100,
123,Default Condition,31_3,0,
123,Default Condition,33_filler,0,
123,Default Condition,43_filler,0,
123,Default Condition,51_filler,0,
123,Default Condition,41_filler,0,
123,Default Condition,52_filler,0,
123,Default Condition,13_3,0,
123,Default Condition,8_3,0,
123,Default Condition,11_3,1,
123,Default Condition,19_3,0,
123,Default Condition,15_3,0,
123,Default Condition,4_3,0,
123,Default Condition,47_filler,100,
123,Default Condition,26_3,0,
123,Default Condition,22_3,0,
123,Default Condition,50_filler,0,
123,Default Condition,29_3,0,
123,Default Condition,49_filler,0,
123,Default Condition,32_3,0,
123,Default Condition,25_3,0,
123,Default Condition,6_3,0,
123,Default Condition,40_filler,100,
123,Default Condition,20_3,0,
123,Default Condition,7_3,0,
123,Default Condition,5_3,0,
123,Default Condition,44_filler,0,
123,Default Condition,42_filler,0,
123,Default Condition,35_filler,0,
123,Default Condition,28_3,0,
123,Default Condition,55_filler,100,
123,Default Condition,17_3,0,
123,Default Condition,3_3,0,
123,Default Condition,21_3,0,
123,Default Condition,37_filler,100,
123,Default Condition,24_3,0,
123,Default Condition,53_filler,100,
123,Default Condition,54_filler,100,
123,Default Condition,2_3,0,
123,Default Condition,18_3,0,
123,Default Condition,39_filler,100,
123,Default Condition,14_3,0,
123,Default Condition,9_3,0,
123,Default Condition,30_3,0,
123,Default Condition,1_3,0,
125,Default Condition,22_1,48,
125,Default Condition,2_1,51,
125,Default Condition,42_filler,0,
125,Default Condition,44_filler,0,
125,Default Condition,49_filler,0,
125,Default Condition,32_1,51,
125,Default Condition,38_filler,100,
125,Default Condition,4_1,48,
125,Default Condition,47_filler,100,
125,Default Condition,51_filler,0,
125,Default Condition,52_filler,0,
125,Default Condition,45_filler,100,
125,Default Condition,56_filler,100,
125,Default Condition,35_filler,0,
125,Default Condition,54_filler,100,
125,Default Condition,12_1,47,
125,Default Condition,50_filler,0,
125,Default Condition,29_1,49,
125,Default Condition,9_1,49,
125,Default Condition,7_1,0,
125,Default Condition,25_1,0,
125,Default Condition,24_1,21,
125,Default Condition,36_filler,0,
125,Default Condition,11_1,48,
125,Default Condition,10_1,52,
125,Default Condition,55_filler,100,
125,Default Condition,17_1,52,
125,Default Condition,33_filler,0,
125,Default Condition,8_1,0,
125,Default Condition,27_1,59,
125,Default Condition,3_1,100,
125,Default Condition,20_1,56,
125,Default Condition,41_filler,0,
125,Default Condition,31_1,56,
125,Default Condition,21_1,37,
125,Default Condition,28_1,57,
125,Default Condition,14_1,59,
125,Default Condition,13_1,26,
125,Default Condition,26_1,40,
125,Default Condition,19_1,72,
125,Default Condition,46_filler,100,
125,Default Condition,39_filler,100,
125,Default Condition,6_1,57,
125,Default Condition,16_1,46,
125,Default Condition,1_1,49,
125,Default Condition,5_1,34,
125,Default Condition,48_filler,100,
125,Default Condition,53_filler,100,
125,Default Condition,15_1,53,
125,Default Condition,37_filler,100,
125,Default Condition,43_filler,0,
125,Default Condition,18_1,48,
125,Default Condition,30_1,51,
125,Default Condition,23_1,37,
125,Default Condition,34_filler,0,
125,Default Condition,40_filler,100,
122,Default Condition,25_4,50,
122,Default Condition,29_4,16,
122,Default Condition,39_filler,0,
122,Default Condition,31_4,68,
122,Default Condition,7_4,33,
122,Default Condition,38_filler,81,
122,Default Condition,11_4,18,
122,Default Condition,26_4,85,
122,Default Condition,56_filler,84,
122,Default Condition,33_filler,100,
122,Default Condition,24_4,0,
122,Default Condition,8_4,29,
122,Default Condition,12_4,14,
122,Default Condition,3_4,78,
122,Default Condition,49_filler,100,
122,Default Condition,47_filler,82,
122,Default Condition,20_4,100,
122,Default Condition,28_4,100,
122,Default Condition,44_filler,85,
122,Default Condition,50_filler,34,
122,Default Condition,36_filler,100,
122,Default Condition,41_filler,100,
122,Default Condition,27_4,19,
122,Default Condition,2_4,29,
122,Default Condition,55_filler,100,
122,Default Condition,23_4,76,
122,Default Condition,6_4,67,
122,Default Condition,51_filler,100,
122,Default Condition,9_4,100,
122,Default Condition,45_filler,100,
122,Default Condition,43_filler,0,
122,Default Condition,16_4,74,
122,Default Condition,19_4,14,
122,Default Condition,46_filler,90,
122,Default Condition,40_filler,85,
122,Default Condition,21_4,84,
122,Default Condition,54_filler,87,
122,Default Condition,4_4,100,
122,Default Condition,53_filler,100,
122,Default Condition,5_4,11,
122,Default Condition,15_4,26,
122,Default Condition,17_4,79,
122,Default Condition,48_filler,28,
122,Default Condition,42_filler,100,
122,Default Condition,30_4,29,
122,Default Condition,10_4,100,
122,Default Condition,13_4,0,
122,Default Condition,34_filler,100,
122,Default Condition,1_4,3,
122,Default Condition,52_filler,15,
122,Default Condition,22_4,83,
122,Default Condition,18_4,71,
122,Default Condition,14_4,71,
122,Default Condition,35_filler,79,
122,Default Condition,37_filler,76,
122,Default Condition,32_4,19,
126,Default Condition,38_filler,100,
126,Default Condition,32_4,100,
126,Default Condition,35_filler,0,
126,Default Condition,43_filler,0,
126,Default Condition,30_4,0,
126,Default Condition,36_filler,0,
126,Default Condition,53_filler,100,
126,Default Condition,11_4,1,
126,Default Condition,27_4,0,
126,Default Condition,42_filler,0,
126,Default Condition,51_filler,0,
126,Default Condition,44_filler,100,
126,Default Condition,49_filler,0,
126,Default Condition,25_4,0,
126,Default Condition,50_filler,100,
126,Default Condition,21_4,0,
126,Default Condition,46_filler,100,
126,Default Condition,18_4,0,
126,Default Condition,7_4,0,
126,Default Condition,33_filler,100,
126,Default Condition,20_4,0,
126,Default Condition,47_filler,100,
126,Default Condition,45_filler,100,
126,Default Condition,22_4,0,
126,Default Condition,3_4,13,
126,Default Condition,40_filler,100,
126,Default Condition,31_4,0,
126,Default Condition,8_4,0,
126,Default Condition,23_4,0,
126,Default Condition,29_4,0,
126,Default Condition,56_filler,100,
126,Default Condition,19_4,0,
126,Default Condition,54_filler,100,
126,Default Condition,6_4,0,
126,Default Condition,55_filler,100,
126,Default Condition,14_4,0,
126,Default Condition,16_4,4,
126,Default Condition,15_4,100,
126,Default Condition,9_4,0,
126,Default Condition,37_filler,100,
126,Default Condition,26_4,0,
126,Default Condition,13_4,0,
126,Default Condition,52_filler,0,
126,Default Condition,10_4,0,
126,Default Condition,4_4,0,
126,Default Condition,41_filler,100,
126,Default Condition,2_4,0,
126,Default Condition,24_4,0,
126,Default Condition,28_4,0,
126,Default Condition,17_4,0,
126,Default Condition,1_4,0,
126,Default Condition,34_filler,100,
126,Default Condition,48_filler,100,
126,Default Condition,5_4,0,
126,Default Condition,39_filler,100,
126,Default Condition,12_4,0,
