workerid,proliferate.condition,Condition_Item,chance,error
139,Default Condition,34_filler,0,
139,Default Condition,12_2,36,
139,Default Condition,18_2,17,
139,Default Condition,31_2,34,
139,Default Condition,38_filler,100,
139,Default Condition,51_filler,0,
139,Default Condition,1_2,36,
139,Default Condition,52_filler,38,
139,Default Condition,6_2,28,
139,Default Condition,4_2,44,
139,Default Condition,28_2,59,
139,Default Condition,43_filler,0,
139,Default Condition,13_2,21,
139,Default Condition,10_2,23,
139,Default Condition,15_2,28,
139,Default Condition,20_2,43,
139,Default Condition,5_2,27,
139,Default Condition,23_2,41,
139,Default Condition,17_2,47,
139,Default Condition,32_2,58,
139,Default Condition,53_filler,100,
124,Default Condition,22_2,79,
124,Default Condition,44_filler,77,
124,Default Condition,42_filler,67,
124,Default Condition,24_2,22,
124,Default Condition,21_2,71,
124,Default Condition,7_2,72,
124,Default Condition,38_filler,72,
124,Default Condition,3_2,28,
124,Default Condition,50_filler,24,
124,Default Condition,8_2,73,
124,Default Condition,31_2,65,
124,Default Condition,36_filler,69,
124,Default Condition,40_filler,69,
124,Default Condition,47_filler,29,
124,Default Condition,43_filler,70,
124,Default Condition,29_2,69,
124,Default Condition,2_2,71,
124,Default Condition,48_filler,75,
124,Default Condition,55_filler,69,
124,Default Condition,32_2,69,
124,Default Condition,52_filler,71,
124,Default Condition,18_2,74,
124,Default Condition,10_2,21,
124,Default Condition,45_filler,68,
124,Default Condition,46_filler,78,
124,Default Condition,20_2,77,
124,Default Condition,27_2,72,
124,Default Condition,14_2,79,
124,Default Condition,4_2,76,
124,Default Condition,15_2,81,
124,Default Condition,17_2,66,
124,Default Condition,13_2,18,
124,Default Condition,41_filler,26,
124,Default Condition,12_2,22,
124,Default Condition,5_2,74,
124,Default Condition,9_2,77,
124,Default Condition,30_2,68,
124,Default Condition,35_filler,76,
124,Default Condition,54_filler,22,
124,Default Condition,19_2,76,
124,Default Condition,1_2,75,
124,Default Condition,25_2,19,
124,Default Condition,33_filler,76,
124,Default Condition,6_2,15,
124,Default Condition,39_filler,17,
124,Default Condition,51_filler,76,
124,Default Condition,53_filler,29,
124,Default Condition,11_2,76,
124,Default Condition,49_filler,80,
124,Default Condition,34_filler,78,
124,Default Condition,37_filler,71,
124,Default Condition,26_2,84,
124,Default Condition,23_2,25,
124,Default Condition,16_2,71,
124,Default Condition,28_2,78,
124,Default Condition,56_filler,72,
171,Default Condition,1_4,100,
171,Default Condition,6_4,44,
171,Default Condition,38_filler,100,
171,Default Condition,13_4,100,
171,Default Condition,54_filler,100,
171,Default Condition,48_filler,100,
171,Default Condition,16_4,0,
171,Default Condition,10_4,100,
171,Default Condition,51_filler,100,
171,Default Condition,33_filler,100,
171,Default Condition,23_4,0,
171,Default Condition,37_filler,100,
171,Default Condition,4_4,100,
171,Default Condition,19_4,0,
171,Default Condition,8_4,0,
171,Default Condition,40_filler,100,
171,Default Condition,14_4,0,
171,Default Condition,17_4,0,
171,Default Condition,34_filler,0,
171,Default Condition,3_4,0,
171,Default Condition,31_4,0,
171,Default Condition,46_filler,100,
171,Default Condition,5_4,0,
171,Default Condition,7_4,0,
171,Default Condition,25_4,0,
171,Default Condition,9_4,0,
171,Default Condition,15_4,0,
171,Default Condition,28_4,0,
171,Default Condition,39_filler,100,
171,Default Condition,11_4,0,
171,Default Condition,49_filler,0,
171,Default Condition,22_4,0,
171,Default Condition,20_4,0,
171,Default Condition,26_4,0,
171,Default Condition,30_4,0,
171,Default Condition,41_filler,0,
171,Default Condition,53_filler,100,
171,Default Condition,47_filler,100,
171,Default Condition,50_filler,0,
171,Default Condition,32_4,0,
171,Default Condition,29_4,0,
171,Default Condition,24_4,0,
171,Default Condition,52_filler,0,
171,Default Condition,43_filler,0,
171,Default Condition,12_4,0,
171,Default Condition,42_filler,0,
171,Default Condition,2_4,46,
171,Default Condition,21_4,0,
171,Default Condition,18_4,0,
171,Default Condition,27_4,0,
133,Default Condition,50_filler,100,
133,Default Condition,3_3,100,
133,Default Condition,48_filler,100,
133,Default Condition,7_3,100,
133,Default Condition,27_3,100,
133,Default Condition,42_filler,100,
133,Default Condition,28_3,100,
133,Default Condition,14_3,100,
133,Default Condition,40_filler,100,
133,Default Condition,24_3,100,
133,Default Condition,41_filler,100,
133,Default Condition,19_3,100,
133,Default Condition,47_filler,100,
133,Default Condition,46_filler,100,
133,Default Condition,15_3,100,
133,Default Condition,17_3,100,
133,Default Condition,32_3,100,
133,Default Condition,30_3,100,
133,Default Condition,18_3,100,
133,Default Condition,23_3,100,
133,Default Condition,51_filler,100,
133,Default Condition,39_filler,100,
133,Default Condition,54_filler,100,
133,Default Condition,6_3,100,
133,Default Condition,12_3,100,
133,Default Condition,43_filler,100,
133,Default Condition,16_3,100,
133,Default Condition,8_3,100,
133,Default Condition,5_3,100,
133,Default Condition,20_3,100,
133,Default Condition,2_3,100,
133,Default Condition,9_3,100,
133,Default Condition,38_filler,100,
133,Default Condition,1_3,100,
133,Default Condition,29_3,100,
133,Default Condition,33_filler,100,
133,Default Condition,25_3,100,
133,Default Condition,52_filler,100,
133,Default Condition,31_3,100,
133,Default Condition,10_3,100,
133,Default Condition,4_3,100,
133,Default Condition,26_3,100,
133,Default Condition,13_3,100,
133,Default Condition,49_filler,100,
133,Default Condition,11_3,100,
133,Default Condition,21_3,100,
133,Default Condition,22_3,100,
133,Default Condition,53_filler,100,
133,Default Condition,34_filler,100,
133,Default Condition,37_filler,100,
143,Default Condition,32_2,14,
143,Default Condition,25_2,20,
143,Default Condition,23_2,23,
143,Default Condition,17_2,13,
143,Default Condition,40_filler,100,
143,Default Condition,19_2,99,
143,Default Condition,41_filler,0,
143,Default Condition,48_filler,100,
143,Default Condition,10_2,33,
143,Default Condition,51_filler,0,
143,Default Condition,20_2,71,
143,Default Condition,38_filler,100,
143,Default Condition,7_2,95,
143,Default Condition,24_2,77,
143,Default Condition,5_2,36,
143,Default Condition,13_2,59,
143,Default Condition,31_2,64,
143,Default Condition,49_filler,0,
143,Default Condition,12_2,57,
143,Default Condition,34_filler,0,
143,Default Condition,28_2,72,
143,Default Condition,52_filler,0,
143,Default Condition,47_filler,100,
143,Default Condition,22_2,65,
143,Default Condition,15_2,65,
143,Default Condition,43_filler,0,
143,Default Condition,37_filler,100,
143,Default Condition,3_2,57,
143,Default Condition,27_2,39,
143,Default Condition,53_filler,100,
143,Default Condition,2_2,59,
143,Default Condition,9_2,44,
143,Default Condition,29_2,55,
143,Default Condition,1_2,34,
143,Default Condition,18_2,43,
143,Default Condition,42_filler,0,
143,Default Condition,14_2,56,
143,Default Condition,46_filler,100,
143,Default Condition,54_filler,100,
143,Default Condition,26_2,74,
143,Default Condition,39_filler,100,
143,Default Condition,50_filler,0,
143,Default Condition,21_2,35,
143,Default Condition,30_2,35,
143,Default Condition,16_2,53,
143,Default Condition,4_2,35,
143,Default Condition,6_2,35,
143,Default Condition,33_filler,0,
143,Default Condition,11_2,44,
143,Default Condition,8_2,36,
192,Default Condition,43_filler,0,
192,Default Condition,26_1,57,
192,Default Condition,49_filler,0,
192,Default Condition,32_1,43,
192,Default Condition,20_1,44,
192,Default Condition,16_1,0,
192,Default Condition,33_filler,0,
192,Default Condition,41_filler,0,
192,Default Condition,4_1,0,
192,Default Condition,21_1,0,
192,Default Condition,48_filler,100,
192,Default Condition,25_1,0,
192,Default Condition,30_1,87,
192,Default Condition,3_1,0,
192,Default Condition,40_filler,100,
192,Default Condition,15_1,0,
192,Default Condition,46_filler,100,
192,Default Condition,53_filler,100,
192,Default Condition,18_1,0,
192,Default Condition,13_1,0,
192,Default Condition,28_1,70,
192,Default Condition,11_1,9,
192,Default Condition,10_1,0,
192,Default Condition,14_1,76,
192,Default Condition,51_filler,0,
192,Default Condition,12_1,23,
192,Default Condition,27_1,42,
192,Default Condition,42_filler,0,
192,Default Condition,5_1,0,
192,Default Condition,19_1,95,
192,Default Condition,6_1,68,
192,Default Condition,50_filler,0,
192,Default Condition,9_1,58,
192,Default Condition,24_1,0,
192,Default Condition,31_1,0,
192,Default Condition,23_1,0,
192,Default Condition,7_1,22,
192,Default Condition,37_filler,100,
192,Default Condition,8_1,0,
192,Default Condition,34_filler,0,
192,Default Condition,29_1,14,
192,Default Condition,39_filler,100,
192,Default Condition,52_filler,0,
192,Default Condition,2_1,9,
192,Default Condition,1_1,0,
192,Default Condition,17_1,0,
192,Default Condition,47_filler,100,
192,Default Condition,38_filler,100,
192,Default Condition,22_1,5,
192,Default Condition,54_filler,100,
159,Default Condition,8_2,0,
159,Default Condition,31_2,1,
159,Default Condition,11_2,0,
159,Default Condition,24_2,0,
159,Default Condition,38_filler,100,
159,Default Condition,25_2,0,
159,Default Condition,34_filler,0,
159,Default Condition,7_2,0,
159,Default Condition,16_2,0,
159,Default Condition,41_filler,0,
159,Default Condition,39_filler,100,
159,Default Condition,50_filler,12,
159,Default Condition,29_2,59,
159,Default Condition,52_filler,2,
159,Default Condition,4_2,57,
159,Default Condition,5_2,1,
159,Default Condition,21_2,43,
159,Default Condition,19_2,60,
159,Default Condition,30_2,56,
159,Default Condition,42_filler,4,
159,Default Condition,1_2,55,
159,Default Condition,46_filler,92,
159,Default Condition,15_2,17,
159,Default Condition,9_2,62,
159,Default Condition,12_2,74,
159,Default Condition,18_2,59,
159,Default Condition,6_2,40,
159,Default Condition,48_filler,98,
159,Default Condition,22_2,34,
159,Default Condition,10_2,66,
159,Default Condition,3_2,55,
159,Default Condition,47_filler,100,
159,Default Condition,23_2,59,
159,Default Condition,13_2,40,
159,Default Condition,54_filler,99,
159,Default Condition,53_filler,100,
159,Default Condition,2_2,59,
159,Default Condition,37_filler,99,
159,Default Condition,17_2,57,
159,Default Condition,33_filler,0,
159,Default Condition,20_2,65,
159,Default Condition,43_filler,0,
159,Default Condition,27_2,61,
159,Default Condition,26_2,60,
159,Default Condition,14_2,62,
159,Default Condition,49_filler,0,
159,Default Condition,40_filler,100,
159,Default Condition,32_2,62,
159,Default Condition,28_2,62,
159,Default Condition,51_filler,0,
190,Default Condition,48_filler,100,
190,Default Condition,22_2,21,
190,Default Condition,9_2,29,
190,Default Condition,2_2,14,
190,Default Condition,13_2,29,
190,Default Condition,34_filler,0,
190,Default Condition,41_filler,21,
190,Default Condition,6_2,32,
190,Default Condition,18_2,29,
190,Default Condition,4_2,22,
190,Default Condition,50_filler,0,
190,Default Condition,40_filler,100,
190,Default Condition,38_filler,100,
190,Default Condition,39_filler,100,
190,Default Condition,47_filler,100,
190,Default Condition,33_filler,23,
190,Default Condition,51_filler,0,
190,Default Condition,42_filler,0,
190,Default Condition,11_2,6,
190,Default Condition,54_filler,100,
190,Default Condition,12_2,26,
190,Default Condition,16_2,26,
190,Default Condition,25_2,26,
190,Default Condition,14_2,25,
190,Default Condition,32_2,26,
190,Default Condition,37_filler,100,
190,Default Condition,3_2,21,
190,Default Condition,20_2,22,
190,Default Condition,19_2,30,
190,Default Condition,31_2,25,
190,Default Condition,52_filler,0,
190,Default Condition,43_filler,0,
190,Default Condition,46_filler,100,
190,Default Condition,10_2,23,
190,Default Condition,27_2,23,
190,Default Condition,1_2,27,
190,Default Condition,24_2,25,
190,Default Condition,30_2,29,
190,Default Condition,28_2,26,
190,Default Condition,21_2,27,
190,Default Condition,23_2,32,
190,Default Condition,49_filler,0,
190,Default Condition,17_2,31,
190,Default Condition,7_2,28,
190,Default Condition,5_2,23,
190,Default Condition,53_filler,100,
190,Default Condition,8_2,27,
190,Default Condition,26_2,26,
190,Default Condition,29_2,22,
190,Default Condition,15_2,100,
167,Default Condition,28_4,72,
167,Default Condition,39_filler,100,
167,Default Condition,8_4,46,
167,Default Condition,52_filler,0,
167,Default Condition,43_filler,0,
167,Default Condition,24_4,45,
167,Default Condition,26_4,57,
167,Default Condition,15_4,58,
167,Default Condition,23_4,43,
167,Default Condition,49_filler,0,
167,Default Condition,30_4,61,
167,Default Condition,2_4,63,
167,Default Condition,7_4,56,
167,Default Condition,14_4,61,
167,Default Condition,48_filler,100,
167,Default Condition,38_filler,100,
167,Default Condition,34_filler,1,
167,Default Condition,9_4,85,
167,Default Condition,4_4,73,
167,Default Condition,32_4,62,
167,Default Condition,21_4,34,
167,Default Condition,10_4,62,
167,Default Condition,42_filler,0,
167,Default Condition,5_4,66,
167,Default Condition,22_4,69,
167,Default Condition,19_4,78,
167,Default Condition,37_filler,100,
167,Default Condition,1_4,67,
167,Default Condition,27_4,70,
167,Default Condition,3_4,43,
167,Default Condition,46_filler,100,
167,Default Condition,54_filler,100,
167,Default Condition,51_filler,0,
167,Default Condition,16_4,67,
167,Default Condition,13_4,75,
167,Default Condition,18_4,38,
167,Default Condition,12_4,74,
167,Default Condition,20_4,73,
167,Default Condition,47_filler,100,
167,Default Condition,11_4,35,
167,Default Condition,25_4,35,
167,Default Condition,29_4,66,
167,Default Condition,31_4,66,
167,Default Condition,40_filler,42,
167,Default Condition,17_4,20,
167,Default Condition,33_filler,0,
167,Default Condition,41_filler,0,
167,Default Condition,6_4,20,
167,Default Condition,53_filler,100,
167,Default Condition,50_filler,0,
182,Default Condition,3_2,22,
182,Default Condition,4_2,18,
182,Default Condition,33_filler,0,
182,Default Condition,48_filler,100,
182,Default Condition,43_filler,0,
182,Default Condition,37_filler,100,
182,Default Condition,26_2,5,
182,Default Condition,29_2,0,
182,Default Condition,9_2,61,
182,Default Condition,13_2,30,
182,Default Condition,22_2,1,
182,Default Condition,39_filler,100,
182,Default Condition,21_2,21,
182,Default Condition,14_2,0,
182,Default Condition,49_filler,0,
182,Default Condition,42_filler,0,
182,Default Condition,2_2,30,
182,Default Condition,25_2,16,
182,Default Condition,52_filler,0,
182,Default Condition,50_filler,0,
182,Default Condition,7_2,20,
182,Default Condition,16_2,25,
182,Default Condition,54_filler,100,
182,Default Condition,1_2,21,
182,Default Condition,6_2,12,
182,Default Condition,32_2,26,
182,Default Condition,18_2,18,
182,Default Condition,34_filler,0,
182,Default Condition,23_2,25,
182,Default Condition,31_2,19,
182,Default Condition,27_2,19,
182,Default Condition,17_2,15,
182,Default Condition,47_filler,100,
182,Default Condition,38_filler,100,
182,Default Condition,24_2,11,
182,Default Condition,5_2,18,
182,Default Condition,10_2,22,
182,Default Condition,15_2,23,
182,Default Condition,11_2,26,
182,Default Condition,30_2,2,
182,Default Condition,46_filler,100,
182,Default Condition,19_2,41,
182,Default Condition,41_filler,0,
182,Default Condition,28_2,30,
182,Default Condition,8_2,13,
182,Default Condition,53_filler,100,
182,Default Condition,40_filler,100,
182,Default Condition,12_2,27,
182,Default Condition,51_filler,0,
182,Default Condition,20_2,27,
191,Default Condition,26_4,4,
191,Default Condition,20_4,4,
191,Default Condition,32_4,0,
191,Default Condition,21_4,1,
191,Default Condition,14_4,4,
191,Default Condition,25_4,9,
191,Default Condition,31_4,8,
191,Default Condition,9_4,85,
191,Default Condition,39_filler,100,
191,Default Condition,7_4,2,
191,Default Condition,11_4,6,
191,Default Condition,10_4,6,
191,Default Condition,54_filler,100,
191,Default Condition,24_4,5,
191,Default Condition,50_filler,20,
191,Default Condition,27_4,9,
191,Default Condition,51_filler,96,
191,Default Condition,48_filler,100,
191,Default Condition,1_4,10,
191,Default Condition,22_4,6,
191,Default Condition,8_4,4,
191,Default Condition,33_filler,100,
191,Default Condition,38_filler,100,
191,Default Condition,34_filler,98,
191,Default Condition,46_filler,100,
191,Default Condition,40_filler,100,
191,Default Condition,16_4,7,
191,Default Condition,3_4,81,
191,Default Condition,5_4,83,
191,Default Condition,47_filler,100,
191,Default Condition,53_filler,100,
191,Default Condition,42_filler,85,
191,Default Condition,37_filler,100,
191,Default Condition,49_filler,92,
191,Default Condition,17_4,6,
191,Default Condition,18_4,8,
191,Default Condition,30_4,5,
191,Default Condition,29_4,86,
191,Default Condition,28_4,68,
